name,geomaster_name,geomaster_id,admin_level,date,individuals,centroid_lon,centroid_lat,lat_max,lon_max,lat_min,lon_min,source,month,year,population_groups_concat,population_group_id,individuals_type,demography_type,households,published,numChildren,color
1,Poland,10781,Country,2022-07-25,4923640,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,"UNHCR, Government",7,2022,Border crossings from Ukraine (cumulative),5460,2,1,0,TRUE,0,#3c8dbc
2,Russian Federation,12002,Country,2022-07-24,1826235,38.1556078125,51.488850139616,55.991456445157,40.355733035714,51.727742159442,34.812904464286,"UNHCR, Government",7,2022,Border crossings from Ukraine (cumulative),5460,2,1,0,FALSE,1,#3c8dbc
3,Hungary,10783,Country,2022-07-25,1035773,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,"UNHCR, Government",7,2022,Border crossings from Ukraine (cumulative),5460,2,1,0,TRUE,0,#3c8dbc
4,Romania,10782,Country,2022-07-21,890168,25.3,45.8667,52.8667,32.3,38.8667,18.3,"UNHCR, Government",7,2022,Border crossings from Ukraine (cumulative),5460,2,1,0,TRUE,0,#3c8dbc
5,Slovakia,10785,Country,2022-07-25,625553,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,"UNHCR, Government",7,2022,Border crossings from Ukraine (cumulative),5460,2,1,0,TRUE,0,#3c8dbc
6,Republic of Moldova,10784,Country,2022-07-25,548030,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,"UNHCR, Government",7,2022,Border crossings from Ukraine (cumulative),5460,2,1,0,TRUE,0,#3c8dbc
7,Belarus,10786,Country,2022-07-25,16680,28.0463,53.5384,57.838933546403,33.727940625,48.496893952144,21.0463,"UNHCR, Government",7,2022,Border crossings from Ukraine (cumulative),5460,2,1,0,FALSE,0,#3c8dbc
